777	4297700	473	96
778	4300390	109	53
779	4301079	245	151
780	4302567	377	204
781	4304849	750	420
782	4309321	35	21
783	4309561	651	317
784	4313365	31	21
785	4313590	3	3
786	4313618	42	35
787	4313919	11	7
788	4313998	2995	885
789	4329194	516	260
790	4332227	2217	891
791	4344480	1104	256
792	4350096	93	51
793	4350717	559	303
794	4354029	79	51
795	4354552	746	306
796	4358921	1860	570
797	4368241	175	113
798	4369376	225	67
799	4370726	14	12
800	4370836	231	111
801	4372268	301	124
802	4373977	7	7
803	4374036	150	92
804	4374949	23	16
805	4375126	520	276
806	4378227	128	74
807	4379061	545	293
808	4382293	406	296
809	4384855	269	189
810	4386522	230	139
811	4387910	4	3
812	4387941	110	80
813	4388630	1948	895
814	4399525	706	381
815	4403750	121	51
816	4404456	326	105
817	4406286	59	31
818	4406669	137	61
819	4407552	554	328
820	4410914	1515	393
821	4419184	101	81
822	4419828	887	308
823	4424915	248	116
824	4426275	217	137
825	4427675	891	378
826	4432774	2156	267
827	4442955	853	263
828	4447557	142	110
829	4448502	108	95
830	4449238	20	16
831	4449384	5	5
832	4449425	598	332
833	4453077	605	116
834	4456382	24	21
835	4456561	8913	466
836	4498640	700	351
837	4502720	508	202
838	4505570	174	106
839	4506679	519	145
840	4509436	2	2
841	4509453	319	119
842	4511320	203	120
843	4512584	105	69
844	4513284	17	9
845	4513414	4	3
846	4513445	521	204
847	4516471	153	85
848	4517438	339	202
849	4519549	46	36
850	4519879	67	34
851	4520301	5	5
852	4520344	2	2
853	4520361	482	166
854	4523172	411	136
855	4525484	114	78
856	4526240	198	90
857	4527455	48	38
858	4527787	321	108
859	4529575	352	162
860	4531643	708	162
861	4535653	30	24
862	4535880	453	282
863	4538602	44	24
864	4538905	106	37
865	4539529	208	158
866	4540838	269	104
867	4542466	123	75
868	4543252	540	250
869	4546494	98	73
870	4547174	187	132
871	4548349	314	223
872	4550263	1450	610
873	4558503	712	230
874	4562662	2	2
875	4562679	209	166
876	4564014	1294	504
877	4571179	292	111
878	4572858	17	9
879	4572968	815	325
880	4577678	53	32
881	4578031	45	28
882	4578327	98	60
883	4578938	70	40
884	4579381	249	150
885	4580948	412	174
886	4583386	18	13
887	4583515	107	30
888	4584109	24	21
889	4584291	653	404
890	4588219	2017	910
891	4599151	1336	241
892	4606453	10	7
893	4606525	8	7
894	4606584	338	100
895	4608466	1049	312
896	4614420	106	59
897	4615081	142	64
898	4616005	32	15
899	4616227	46	27
900	4616534	1718	751
901	4626247	9	5
902	4626309	10	7
903	4626381	261	166
904	4627985	472	255
905	4630626	348	199
906	4632595	137	89
907	4633420	32	30
908	4633642	3	3
909	4633666	1679	739
910	4642695	1277	437
911	4649772	3	3
912	4649797	1361	638
913	4657343	1971	851
914	4668184	1395	480
915	4675831	17	17
916	4675969	18	11
917	4676093	100	49
918	4676716	2	2
919	4676733	285	121
920	4678455	71	52
921	4678933	883	234
922	4683695	2323	247
923	4695513	1685	295
924	4704661	164	63
925	4705654	240	116
926	4707026	2468	210
927	4719020	70	48
928	4719500	608	304
929	4722953	3560	422
930	4740628	1171	503
931	4747070	1499	664
932	4755657	2179	540
933	4767538	83	47
934	4768044	149	56
935	4768893	50	11
936	4769205	27	13
937	4769390	154	49
938	4770244	1170	151
939	4775678	1740	327
940	4785249	145	83
941	4786146	1801	243
942	4794481	301	155
943	4796271	63	56
944	4796683	317	103
945	4798489	68	16
946	4798865	458	88
947	4801405	187	99
948	4802516	273	93
949	4804094	191	94
950	4805255	83	56
951	4805778	119	55
952	4806497	706	72
953	4810320	506	172
954	4813168	257	102
955	4814697	23	14
956	4814849	327	98
957	4816717	276	100
958	4818251	128	68
959	4819035	197	100
960	4820230	169	73
961	4821229	121	81
962	4821989	71	52
963	4822439	116	68
964	4823143	198	79
965	4824305	88	54
966	4824857	268	117
967	4826416	455	102
968	4828910	709	212
969	4832916	152	58
970	4833732	560	212
971	4836815	7	5
972	4836866	416	128
973	4839260	39	28
974	4839531	58	44
975	4839897	931	122
976	4844464	92	53
977	4845035	189	80
978	4846142	276	76
979	4847679	29	13
980	4847865	77	43
981	4848340	86	66
982	4848887	48	18
983	4849217	947	150
984	4854344	268	86
985	4855880	87	54
986	4856410	138	80
987	4857221	46	36
988	4857520	141	101
989	4858379	2095	827
990	4870328	308	185
991	4871999	17	17
992	4872127	265	137
993	4873752	3381	738
994	4891940	210	124
995	4893285	563	121
996	4896225	1724	604
997	4905315	96	44
998	4905837	56	43
999	4906205	2417	391
1000	4919319	5558	46
1001	4947173	2160	537
1002	4958698	510	224
1003	4961587	5131	278
1004	4985470	6338	397
1005	5015491	465	165
1006	5018207	172	83
1007	5019251	1734	455
1008	5028843	1131	221
1009	5034948	924	340
1010	5040246	65	16
1011	5040653	326	80
1012	5042562	14	10
1013	5042666	119	61
1014	5043408	1535	445
1015	5051559	2142	357
1016	5063270	13	4
1017	5063357	89	49
1018	5063887	4174	449
1019	5085315	183	148
1020	5086395	424	187
1021	5088893	61	38
1022	5089318	83	56
1023	5089872	517	146
1024	5092566	461	148
1025	5095151	3074	433
1026	5110395	927	476
1027	5115561	458	156
1028	5118202	762	476
1029	5122598	311	94
1030	5124493	418	209
1031	5127048	515	262
1032	5130156	771	228
1033	5134248	291	120
1034	5135985	201	83
1035	5137157	132	77
1036	5138013	85	54
1037	5138567	566	353
1038	5142006	2	2
1039	5142023	59	30
1040	5142436	5	4
1041	5142476	1029	265
1042	5148255	821	355
1043	5152997	56	51
1044	5153390	224	81
1045	5154655	25	10
1046	5154818	70	47
1047	5155286	374	214
1048	5157514	26	6
1049	5157662	497	220
1050	5160436	22	18
1051	5160601	44	33
1052	5160891	13	4
1053	5160974	119	48
1054	5161719	2	2
1055	5161738	22	18
1056	5161908	661	185
1057	5165551	460	115
1058	5168308	6	4
1059	5168357	688	299
1060	5172245	473	157
1061	5174956	6	6
1062	5175007	89	70
1063	5175609	331	159
1064	5177671	513	249
1065	5180710	554	137
1066	5183778	259	113
1067	5185441	61	47
1068	5185838	534	339
1069	5189120	2417	669
1070	5202189	94	25
1071	5202711	249	93
1072	5204142	3476	214
1073	5220012	1637	123
1074	5227709	829	162
1075	5232468	82	22
1076	5232941	192	79
1077	5234147	183	52
1078	5235150	171	107
1079	5236209	288	166
1080	5237927	401	128
1081	5240163	281	140
1082	5241850	274	164
1083	5243489	142	96
1084	5244389	868	177
1085	5249020	586	203
1086	5252453	686	240
1087	5256347	1036	243
1088	5261953	149	100
1089	5262890	130	90
1090	5263673	302	143
1091	5265495	336	140
1092	5267471	254	125
1093	5268955	244	126
1094	5270457	1210	125
1095	5276808	537	128
1096	5279901	919	497
1097	5285193	737	144
1098	5289332	295	155
1099	5291116	411	197
1100	5293553	186	108
1101	5294692	638	156
1102	5298258	446	160
1103	5300843	114	77
1104	5301553	409	138
1105	5303812	206	123
1106	5305078	8487	1675
1107	5347987	182	104
1108	5349094	257	136
1109	5350635	341	173
1110	5352703	1250	349
1111	5359885	4560	492
1112	5382508	6135	393
1113	5411414	210	93
1114	5412642	691	193
1115	5416622	218	104
1116	5417934	236	114
1117	5419313	134	104
1118	5420200	1071	292
1119	5426009	5165	575
1120	5451223	1035	158
1121	5456767	133	80
1122	5457582	155	91
1123	5458505	9236	298
1124	5498461	1238	351
1125	5505528	1126	318
1126	5511803	289	110
1127	5513499	111	80
1128	5514203	920	136
1129	5519444	1950	270
1130	5530031	3174	458
1131	5546447	141	84
1132	5547365	266	121
1133	5548957	232	102
1134	5550327	118	53
1135	5551113	129	61
1136	5551959	234	130
1137	5553428	2393	761
1138	5566668	3797	614
1139	5585497	155	98
1140	5586530	40	20
1141	5586802	1570	397
1142	5595338	49	44
1143	5595672	374	196
1144	5597861	246	118
1145	5599321	1161	428
1146	5605885	211	106
1147	5607140	2958	374
1148	5621449	509	120
1149	5624230	2	2
1150	5624249	2	2
1151	5624268	1656	391
1152	5633243	1014	232
1153	5638643	478	229
1154	5641525	657	258
1155	5645229	686	261
1156	5649145	1567	387
1157	5657906	512	277
1158	5660876	785	222
1159	5665163	254	158
1160	5666781	131	104
1161	5667672	134	93
1162	5668535	462	289
1163	5671296	318	173
1164	5673305	943	624
1165	5678550	1446	386
1166	5686387	609	296
1167	5689936	1908	454
1168	5700515	177	96
1169	5701615	1202	446
1170	5708021	369	192
1171	5710303	393	139
1172	5712627	257	163
1173	5714264	2371	348
1174	5726549	80	50
1175	5727053	171	122
1176	5728099	389	212
1177	5730448	617	132
1178	5733984	90	33
1179	5734578	30	12
1180	5734763	55	27
1181	5735129	156	42
1182	5736109	15	12
1183	5736210	382	199
1184	5738533	801	217
1185	5742630	60	43
1186	5743029	35	29
1187	5743280	1177	344
1188	5749611	181	77
1189	5750674	206	120
1190	5751997	1220	372
1191	5758635	1178	513
1192	5765446	241	93
1193	5766799	807	455
1194	5771467	12	7
1195	5771555	229	98
1196	5772942	12	11
1197	5773037	363	217
1198	5775331	950	285
1199	5780502	489	124
1200	5783069	1021	483
1201	5788809	1353	343
1202	5795879	250	130
1203	5797364	49	33
1204	5797679	3396	710
1205	5816309	2690	453
1206	5829831	7	5
1207	5829884	3	3
1208	5829912	500	183
1209	5832676	88	58
1210	5833278	5144	602
1211	5860107	60	42
1212	5860528	195	110
1213	5861739	791	309
1214	5866112	964	226
1215	5871433	114	73
1216	5872177	236	75
1217	5873515	1387	336
1218	5881239	553	249
1219	5884414	5162	570
1220	5910378	2155	596
1221	5921153	42	36
1222	5921451	1009	274
1223	5927077	11	7
1224	5927162	415	91
1225	5929450	102	50
1226	5930035	50	23
1227	5930334	513	231
1228	5933299	3916	301
1229	5951119	1058	377
1230	5956902	8	6
1231	5956967	1089	396
1232	5963121	1759	814
1233	5972355	226	144
1234	5973772	1766	290
1235	5983447	142	30
1236	5984328	984	455
1237	5989784	79	32
1238	5990225	924	390
1239	5995159	611	246
1240	5998704	1098	481
1241	6004219	49	15
1242	6004503	612	271
1243	6007874	86	35
1244	6008386	451	108
1245	6010661	1129	209
1246	6016300	23	9
1247	6016441	13	6
1248	6016527	121	80
1249	6017276	8	2
1250	6017325	1306	296
1251	6023690	282	111
1252	6025349	2029	345
1253	6035333	88	62
1254	6035909	297	71
1255	6037365	8	4
1256	6037417	24	8
1257	6037556	38	23
1258	6037796	7	4
1259	6037844	14	6
1260	6037932	38	26
1261	6038189	43	17
1262	6038444	6	2
1263	6038481	755	276
1264	6042602	1465	291
1265	6050434	6	2
1266	6050473	9	3
1267	6050532	182	83
1268	6051690	33	11
1269	6051887	33	16
1270	6052090	114	28
1271	6052675	95	29
1272	6053216	6	2
1273	6053253	14	10
1274	6053366	609	156
1275	6056586	637	195
1276	6059957	591	259
1277	6063340	589	209
1278	6066615	90	45
1279	6067139	1597	363
1280	6075454	980	184
1281	6080533	450	307
1282	6083024	167	117
1283	6084066	687	361
1284	6088246	257	106
1285	6089767	1164	207
1286	6095862	455	160
1287	6098470	450	256
1288	6101221	31	19
1289	6101435	1999	603
1290	6112280	76	46
1291	6112742	329	179
1292	6114682	12	5
1293	6114744	3936	424
1294	6132939	758	159
1295	6136645	771	271
1296	6140759	352	147
1297	6142775	476	157
1298	6145440	752	200
1299	6149361	774	290
1300	6153648	206	109
1301	6154896	86	70
1302	6155406	28	23
1303	6155592	166	64
1304	6156509	83	52
1305	6157016	74	41
1306	6157458	709	262
1307	6161445	723	273
1308	6165428	700	159
1309	6168842	17	17
1310	6168963	283	156
1311	6170675	89	47
1312	6171175	15484	796
1313	6238959	246	122
1314	6240402	108	51
1315	6241072	62	25
1316	6241443	59	35
1317	6241790	166	83
1318	6242822	375	191
1319	6245064	35	25
1320	6245301	270	98
1321	6246726	11	9
1322	6246806	51	21
1323	6247091	33	24
1324	6247294	6	6
1325	6247339	74	45
1326	6247778	414	74
1327	6249764	358	140
1328	6251857	2	2
1329	6251874	82	57
1330	6252370	2780	523
1331	6265542	70	34
1332	6265976	6767	436
1333	6296330	157	52
1334	6297192	618	268
1335	6300733	4	4
1336	6300766	53	36
1337	6301091	8728	421
1338	6342421	179	64
1339	6343542	442	95
1340	6345991	1092	411
1341	6352225	160	55
1342	6353161	603	269
1343	6356722	6431	465
1344	6386181	64	49
1345	6386624	22	19
1346	6386793	198	92
1347	6388029	228	55
1348	6389396	146	62
